Id,ActivityDate,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,Calories
8877689391,2016-04-22,16.3099994659424,10.2299995422363,0.0299999993294477,5.96999979019165,0.0500000007450581,3427
8877689391,2016-05-09,18.25,11.1000003814697,0.800000011920929,6.23999977111816,0.0500000007450581,3710
4020332650,2016-05-03,3.22000002861023,0.0,0.0,3.15000009536743,0.0500000007450581,2828
4020332650,2016-05-10,3.98000001907349,0.0,0.0,3.86999988555908,0.0399999991059303,2926
4020332650,2016-05-05,8.43000030517578,2.61999988555908,1.67999994754791,4.03999996185303,0.0700000002980232,3429
6962181067,2016-04-21,9.71000003814697,3.99000000953674,2.09999990463257,3.50999999046326,0.109999999403954,2179
6962181067,2016-04-25,9.27000045776367,3.01999998092651,1.67999994754791,4.46000003814697,0.100000001490116,2194
8053475328,2016-05-01,0.850000023841858,0.0,0.0,0.850000023841858,0.0,1886
8053475328,2016-05-02,1.42999994754791,0.0,0.0,1.42999994754791,0.0,1988
8053475328,2016-04-30,5.59000015258789,2.99000000953674,0.0599999986588955,2.53999996185303,0.0,2408
8053475328,2016-04-22,8.28999996185303,6.26000022888184,0.150000005960464,1.87999999523163,0.0,2655
8053475328,2016-04-14,15.9700002670288,12.3400001525879,0.209999993443489,3.35999989509583,0.0,3411
8053475328,2016-04-20,12.1899995803833,9.57999992370605,0.230000004172325,2.38000011444092,0.0,3043
8053475328,2016-04-26,9.61999988555908,6.30999994277954,0.200000002980232,3.09999990463257,0.0,2846
8053475328,2016-04-16,11.1099996566772,9.35999965667725,0.270000010728836,1.49000000953674,0.0,2867
8053475328,2016-04-18,12.6599998474121,9.07999992370605,0.230000004172325,3.34999990463257,0.0,3133
8053475328,2016-04-21,12.5100002288818,9.67000007629395,0.25,2.57999992370605,0.0,3103
8053475328,2016-04-19,12.4799995422363,9.22000026702881,0.310000002384186,2.95000004768372,0.0,3114
8053475328,2016-05-11,9.39999961853027,6.07999992370605,0.280000001192093,3.03999996185303,0.0,2809
8053475328,2016-04-12,14.1199998855591,11.6400003433228,0.389999985694885,2.09999990463257,0.0,3186
8053475328,2016-04-15,16.2399997711182,13.2600002288818,0.389999985694885,2.58999991416931,0.0,3410
8053475328,2016-04-29,9.64999961853027,6.17000007629395,0.310000002384186,3.17000007629395,0.0,2794
8053475328,2016-05-04,11.1499996185303,8.81999969482422,0.400000005960464,1.9099999666214,0.0,2918
8053475328,2016-04-25,15.6899995803833,11.3699998855591,0.46000000834465,3.85999989509583,0.0,3403
8053475328,2016-04-28,12.3999996185303,9.67000007629395,0.389999985694885,2.34999990463257,0.0,3062
8053475328,2016-05-05,11.5100002288818,8.85000038146973,0.449999988079071,2.21000003814697,0.0,2950
8053475328,2016-04-27,9.81999969482422,6.46000003814697,0.430000007152557,2.9300000667572,0.0,2852
8053475328,2016-05-10,11.3599996566772,9.09000015258789,0.419999986886978,1.85000002384186,0.0,2926
